index,AccountID,BankName,Cost,Balance,Remain,Open_Date
2250,99845472516,CTBC,1624015,2387302,6089203,1999/04/07
2251,20868161742,Rakuten,7380578,8635276,2948000,2015/09/07
2252,24521205102,DBS,9218083,5346489,614384,2007/10/15
2253,98461946963,HSBC,494599,375896,4030927,2019/06/16
2254,45745147440,NEXT,3880255,8652968,4323023,1991/09/27
2255,16166808138,CTBC,8301712,2905600,4220445,1984/06/10
2256,01777744749,O,3726758,1304366,1181444,2006/06/19
2257,36077735055,Shin Kong,6168062,4996131,7973476,1980/07/26
2258,06540474835,Chang Hwa,1037429,2614321,8124571,1995/10/29
2259,20563230593,Yuanta,8787504,5008878,4879392,2010/12/06
2260,89971532415,Taiwan,8965658,7441497,6905496,2020/10/05
2261,98993480135,Far Eastern,9281421,14571830,5200717,1998/11/05
2262,06056875194,NEXT,6451234,3935253,4943868,1990/01/22
2263,31517892546,Hua Nan,6322141,13529381,6423685,1982/06/07
2264,77096088591,Mega,7045198,16697119,6619593,1996/02/19
2265,18313947452,Taiwan,2145636,2317286,6919887,2014/10/02
2266,72799645345,Fubon,247955,483512,4303195,2009/04/03
2267,12580359918,First,6511970,16019446,4908686,2015/06/11
2268,49820326546,SinoPac,6394043,1662452,1765417,2006/01/12
2269,82600739515,Land,836249,1563785,9731842,1997/06/24
2270,78695960727,Cathay,2343466,3023071,1542028,1985/07/29
2271,08155136052,SinoPac,6502046,7802455,3554834,1981/10/22
2272,69141871766,Panhsin,6324089,12268732,423887,1992/04/08
2273,01857888843,Shanghai,5928656,7766539,2383096,1984/08/22
2274,48365377489,Far Eastern,1293576,3091646,4321794,1996/07/26
2275,14910332577,Union,7125327,10402977,4912959,1997/01/15
2276,91274089723,DBS,9124890,22355980,6941088,1998/08/11
2277,11176738824,Panhsin,6480351,8942884,2356633,2015/08/02
2278,77534638350,Sunny,1079886,961099,1916012,1993/10/21
2279,54579439353,HSBC,596311,1276105,5087474,2007/07/28
2280,31728733153,Shanghai,4526570,10411111,2667374,1981/07/28
2281,63896453950,Taiwan,2306618,4151912,4541994,1983/08/25
2282,48671034791,Cota,8806036,10038881,1072485,2005/09/27
2283,46329096795,CTBC,1372425,1880222,2748977,1985/02/11
2284,10229381897,Cathay,906860,625734,5938672,1985/10/23
2285,81526302701,Yuanta,6590104,11730385,2962530,1985/12/16
2286,37853201867,Rakuten,1947024,4517095,7584658,1989/09/28
2287,19534105138,Panhsin,8845091,6103113,7867699,2022/01/09
2288,78677367125,Kaohsiung,8110255,2676385,567723,1980/11/29
2289,27360678565,KGI,6297049,10075278,767026,2003/05/02
2290,14123585890,O,8410884,10597713,784704,2023/09/23
2291,98883418216, Cooperative,3653157,6758340,920566,1985/11/04
2292,78371678680,Land,7877254,15754508,5265936,1982/02/23
2293,16634288885,Hwatai,3336101,2502076,5674370,2008/04/08
2294,97932810257,Taiwan,8280086,16974176,9582038,1985/09/18
2295,58640815729,Citibank,1201554,1658144,6321178,1987/02/08
2296,40960195272,Kings Town,2746144,5931671,7911735,2005/01/23
2297,86514849711,Union,4910042,6972259,8758109,2001/11/08
2298,86312787661,NEXT,7665379,5672381,9498644,2018/10/18
2299,94714039937,Cathay,5662238,6738063,3993746,1989/03/24
2300,35273213266,Shanghai,5897033,5543212,5120606,1980/06/08
2301,84403889050,Union,5173342,10605351,9969741,1996/03/22
2302,70250128016,Kaohsiung,8463245,11510013,5868329,2005/03/20
2303,14316869915,Hwatai,4324270,3718873,2020309,2013/12/22
2304,17184660749,First,8125168,17144104,2283493,2021/09/29
2305,66126835974,DBS,4763949,1619743,629623,2003/09/03
2306,19524572864,Hua Nan,9837197,19280906,8386172,1994/01/27
2307,07163600686,Taishin,7186540,5030578,486743,2002/12/19
2308,88385724952,Far Eastern,8868264,13923174,1755270,2015/01/27
2309,74752777205,Sunny,7980360,11571522,2661280,1982/06/16
2310,66889864104,CTBC,453822,939411,5892992,2021/09/16
2311,18329256231,Cathay,5125056,1076262,8918553,1982/10/06
2312,63833988161,Union,3862268,9655670,9311682,1986/09/20
2313,33001483568,SinoPac,7142877,13857181,5466271,2008/09/25
2314,32572129415,DBS,8064923,16291144,4745331,1980/09/16
2315,93819148862,NEXT,5293312,2329058,464070,2000/06/09
2316,14031965732,Cota,6842571,9100619,1080883,1989/09/20
2317,88367259008,Panhsin,8732087,21393613,3503115,1992/03/02
2318,95873319708,EnTie,2419068,1814301,9950516,2024/04/17
2319,12876254561,Yuanta,8952603,20322408,7537261,1987/05/24
2320,06215923276,SinoPac,8419810,7493631,4959854,2012/03/05
2321,39905686249,Taiwan,3604385,6956463,8477397,2020/03/07
2322,10814692064,Land,4173058,1877877,248222,1995/02/03
2323,11544614107,O,1080806,324242,7798999,2007/08/13
2324,24248619039,First,4094390,6059697,5846731,2006/01/28
2325,33051776122,Kings Town,9923409,2580087,5617964,2016/03/23
2326,77008812368,EnTie,9783903,17317508,9251010,1987/08/30
2327,78838838948,Land,7178349,11557141,9254212,2000/04/18
2328,18957765566,Fubon,365900,325651,1973522,1980/01/31
2329,73667808837,Panhsin,6406249,8840623,8064395,2000/06/03
2330,03968539273,Kings Town,4299450,5589285,9454612,1998/01/10
2331,22896165031,Kings Town,1786392,857469,1884452,1980/05/02
2332,96395001591,Sunny,6367434,12352821,1196199,2011/05/08
2333,34405005633,E.Sun,4568949,6168081,5675390,2022/10/23
2334,48722341341,O,1523686,3900636,1601379,2001/12/08
2335,25453381507,Taiwan,3542750,6341522,1007617,2016/10/11
2336,13167867038,E.Sun,2302848,4928094,6663923,2022/11/20
2337,88129355910,Mega,6964183,13371231,6594340,2023/02/13
2338,42545858311,E.Sun,6515011,11336119,9886746,2012/11/19
2339,39275211178,CTBC,303687,528415,2676844,2009/06/14
2340,17945114599,Kaohsiung,6952204,18006208,1380387,2000/03/08
2341,40669113855,Cota,2245773,3346201,1446455,1990/11/09
2342,72146405299,O,4996879,6146161,5559055,2022/09/04
2343,60800193940,Yuanta,5143014,5708745,2580991,1996/01/25
2344,42323308391,Kaohsiung,7993570,7913635,1378625,2005/09/29
2345,80617227366,O,2442832,3297823,8395321,1980/07/14
2346,50879523582,Cota,1457340,3453895,3259226,2022/07/12
2347,70443356244,First,3421497,1676534,8895874,2015/04/24
2348,02424552533,Cota,5784069,9312351,403035,2020/08/16
2349,28421508064,Taiwan,2381919,5716605,9337394,2008/01/15
2350,54520715027,SinoPac,5602739,12830272,9385629,2012/08/12
2351,11920403316,KGI,9340457,10087693,5177592,2021/08/14
2352,58743192922,Union,7937,13175,2524451,2002/06/28
2353,64075644251,Cota,1221326,989275,7683659,1996/09/12
2354,92407906733,Rakuten,5818918,13208943,8053900,1985/03/15
2355,95242720423,KGI,2723305,4983648,4034615,2013/04/17
2356,59851720362,KGI,8376436,20019682,1387775,1991/12/12
2357,20550457845,Cota,6396430,7611751,1041687,1999/02/02
2358,60059666254,CTBC,2531243,2784367,7910329,1989/06/25
2359,49659227929,KGI,9214592,22760042,7666997,1987/02/25
2360,46999220949,Taishin,3861483,2548579,4129512,1992/03/22
2361,22541058464,Hua Nan,2509868,4342071,5822734,2022/01/10
2362,19249663597,Sunny,4193938,3313212,2607134,1991/06/01
2363,71637848948,DBS,7131324,16758611,8828475,1990/04/24
2364,49978688790,EnTie,8833302,12984953,6607507,1989/02/25
2365,49602700896,Citibank,1819909,3439628,790230,2015/11/27
2366,14419053463,Taishin,3188254,6376508,3443373,2017/04/20
2367,08757350562,Mega,9328682,24161286,7128025,1986/12/02
2368,18832881835,Taishin,2030889,1035754,6600271,1995/09/11
2369,67054237480,Kings Town,9989519,3096751,8678446,2009/01/29
2370,81849150557,Land,8607259,8521187,2305620,2007/05/02
2371,42379057503,Panhsin,886808,1507573,4863720,1994/03/25
2372,30861411432,Union,9601809,20931943,7058514,1986/08/24
2373,31745330678,E.Sun,5731740,10145179,8290459,1996/12/02
2374,36027062607,Fubon,9992716,7294683,1393573,1981/05/07
2375,68152500070,Cota,6550317,15917270,7351741,2018/04/02
2376,01755219822,Hwatai,9496958,4843449,3888038,2015/05/13
2377,90728717076,SinoPac,4684009,11428981,9206156,2009/02/06
2378,67248131140,E.Sun,5560536,4670851,8595411,2007/09/26
2379,17583245283,Panhsin,2292686,2453174,6124352,1996/08/09
2380,09291490211,EnTie,3017245,4525867,182952,1991/07/24
2381,81852412760,O,1579753,1943096,1234984,2008/04/06
2382,64953562390,Rakuten,5483217,5592881,8079739,1980/06/26
2383,42045571814,Mega,7723587,8341473,4459403,2016/10/02
2384,89555108672,NEXT,9409637,10068311,1697612,2021/05/28
2385,73235288600,SinoPac,4700920,10624079,4239552,2012/01/05
2386,17379742111,Hua Nan,2521077,2042073,9541693,2019/05/28
2387,31549361284,KGI,6255539,3753324,2714817,1995/02/09
2388,05438191443,Taiwan,7182864,9625037,837181,2004/04/05
2389,42993156527,Mega,8564842,4967609,9126952,2012/12/15
2390,65815511002,First,5133382,10061428,2407462,2004/05/01
2391,54967037438,HSBC,6236491,10539669,9429363,1982/04/25
2392,53153076093,Chang Hwa,2685289,1584321,3503447,2002/11/05
2393,87524339545,Hwatai,2350530,2491561,6373843,2010/11/14
2394,83753444632,DBS,2823223,5618213,2196707,2022/11/17
2395,63469119727,Far Eastern,9658898,17289427,8771871,2013/01/26
2396,04575044609,Mega,8355553,4094221,6212433,2010/06/21
2397,15343375655,Chang Hwa,9719826,12441377,2555205,2016/12/12
2398,01321202296,EnTie,942395,376958,3400772,1989/04/28
2399,39684094897,Union,5425606,6510727,4900765,1997/01/14
2400,65343411253,First,8021257,3529354,695874,2000/04/04
2401,24526166585,First,7747027,7669557,8252239,2000/03/16
2402,13148105878,Rakuten,3737967,1756845,2761835,2002/09/11
2403,75828688997,Chang Hwa,6244972,11365849,3237872,2022/12/28
2404,36456980754,HSBC,2826335,2034962,3308198,1994/08/16
2405,14296957573,Shin Kong,9503117,1900624,9033948,2012/04/15
2406,11347204820,Rakuten,6937463,3607481,9535502,2013/04/17
2407,74009555983,SinoPac,164121,254387,8382878,2009/01/09
2408,66202958494,Taiwan,41699,89652,4189136,1995/06/12
2409,82656765300,Taishin,8485840,16886821,5594730,2007/05/14
2410,70073977896,Taishin,641368,1635488,4599562,2019/05/02
2411,87836196155,First,9278314,11876241,3293193,1987/11/22
2412,98483408746,SinoPac,5327586,1971207,9736707,1985/09/03
2413,70970552747,Taishin,2476669,5993538,4619793,2004/04/12
2414,80942700098,Hwatai,1188427,1960904,5276587,1980/10/15
2415,24491992964,Taishin,991238,1070537,4674480,1983/12/09
2416,76844702136,SinoPac,2678314,1205242,1345634,2006/03/05
2417,54599852340,Taiwan,3244141,4995977,8530673,2012/04/28
2418,69913600123,HSBC,547488,1067601,1581932,2011/10/26
2419,18289269358,LINE,5960190,5542977,9139723,1988/08/27
2420,89294482183,Kaohsiung,9264412,9820276,5925632,1994/03/18
2421,49725268940,Sunny,1003599,511836,3853326,1994/07/28
2422,76181752000,Sunny,7806733,14598590,15751,1993/08/18
2423,51792226631,KGI,568106,335183,4408449,2009/02/20
2424,36959295596,Far Eastern,9303035,9396065,4896379,2015/04/08
2425,82356567234,CTBC,9954462,25085244,8970477,1997/08/03
2426,15216172679,Yuanta,6008508,5107232,8783058,1992/09/28
2427,13021887363,First,1727230,915432,7923627,2004/12/20
2428,14117083076,Union,6457689,10784340,3907300,1991/05/06
2429,27879622318,Rakuten,4010555,6978365,8160511,1990/08/21
2430,26019371668,E.Sun,6409867,7243149,4240681,2015/07/02
2431,20972796973,KGI,8422708,3874446,4042195,1998/01/21
2432,45757853563,CTBC,3804260,3081451,2079809,1982/10/25
2433,63559897347,KGI,1820526,1037700,638707,2012/08/26
2434,03190248059,Rakuten,5196816,3897612,6506304,2002/04/25
2435,04183681559,NEXT,6376959,14220618,3325533,1994/04/08
2436,78650457365,Shin Kong,7152902,17095435,4488354,2000/11/25
2437,50626509138,EnTie,2246093,4177732,5671280,2012/03/25
2438,23097260162,O,6998611,1609681,2844767,2021/09/22
2439,30169215835,Chang Hwa,7474252,4858264,3903510,2001/01/17
2440,45146441209,Shin Kong,8889325,8800432,3279926,1994/01/07
2441,16837360846,Mega,8076468,16314465,6296803,2010/02/18
2442,28605479199,Mega,2192392,1951229,5339569,2011/04/19
2443,63693504024,Hwatai,3740488,897718,7814937,2022/04/11
2444,58445275511,Land,890410,1469176,9821986,2005/02/14
2445,48190513880,Chang Hwa,6616699,14292069,740602,2023/05/23
2446,20568184552,LINE,5967005,8174796,239255,2022/09/19
2447,22168628734,EnTie,7035926,18223048,1191998,2002/07/15
2448,08740785301,Sunny,6746449,12278537,7214645,1996/02/03
2449,81382748564,Rakuten,9422675,4240204,9182276,2021/06/15
2450,78762150651,NEXT,5853312,2224259,1512307,2008/08/27
2451,45505949690,E.Sun,9936561,9340368,4430908,1994/11/27
2452,68987942569,Chang Hwa,4886205,8599720,1859473,2005/06/10
2453,43061080718,HSBC,8769609,20871669,3139515,2012/02/24
2454,48309686132,Shanghai,1566506,2271433,1901580,2012/12/09
2455,43004041213,Citibank,43350,9104,2095787,2018/04/19
2456,74873062461,Panhsin,4703586,9454207,4879717,1988/12/27
2457,92403009802,Shin Kong,7376079,6490950,3311426,1990/10/22
2458,87330160529,Rakuten,3904212,5270686,2791837,2011/11/27
2459,49660551730,First,2109566,2109566,3534853,2010/01/02
2460,25769174884,KGI,6820125,17186715,5087759,2020/01/03
2461,34876436876,O,1113905,1136183,6687036,2007/02/04
2462,09602976069,HSBC,8438453,3881689,6822476,1994/07/26
2463,59608165895,Cathay,3284624,5189705,3948015,2017/03/03
2464,76147032901,Rakuten,1840185,2944296,435932,1994/04/27
2465,30894449694,DBS,8059923,10155502,4296045,1984/04/03
2466,42170877546,O,4678507,1029272,4409956,1987/09/16
2467,47159027959,LINE,6142533,14557803,45407,2001/02/16
2468,44266428545,Kaohsiung,7224948,12065663,4887640,2015/06/29
2469,88190480715,Citibank,86119,145541,9080982,1983/05/10
2470,63507085172,Hua Nan,5145166,6637264,9396280,2005/06/25
2471,98720160628,Panhsin,8751047,15051800,8154823,1985/08/16
2472,47547380902,O,8806805,17613610,9361142,1994/10/03
2473,00616361769,Far Eastern,5475894,4709269,9381164,2016/10/18
2474,53383260519,NEXT,3802244,8555049,569158,2004/06/28
2475,59685748154,Cota,8168395,11680804,3603232,1986/06/13
2476,42431635203,NEXT,8924554,21775911,365743,2015/06/10
2477,94546309052,Land,1300078,2873172,8652652,2012/06/19
2478,89225797250,Citibank,6458822,2906470,8584809,1991/01/09
2479,55571856800,KGI,5613395,10160244,3262004,2023/11/05
2480,98423766651,Panhsin,1362543,327011,8533155,2019/01/21
2481,33922169369,Shin Kong,7843552,12863425,7116569,2015/12/25
2482,05599539652,Hua Nan,1710085,2667732,3462247,2021/06/14
2483,39539009377,Chang Hwa,7177413,17225791,5860380,2010/11/10
2484,58066865337,Chang Hwa,1571852,1666163,1509997,1997/06/11
2485,32920283322,Land,6749751,1484946,2869736,1982/06/12
2486,85046186835,Panhsin,5558319,1111664,3319226,1999/02/07
2487,38223562107,First,1847019,1680788,3275880,1987/01/17
2488,81180839358,Hua Nan,4786986,3063672,2817161,1999/02/03
2489,36775347029,Yuanta,6270422,6897464,4432420,1981/10/19
2490,63138127294,Union,5289236,11794996,4220610,1986/05/14
2491,39649492804,Mega,4588875,11059188,9972592,2008/06/14
2492,79194402033,Kaohsiung,2282379,5089705,47635,1985/03/24
2493,15898394078, Cooperative,564517,835485,3548032,1986/04/25
2494,10208687541,Shin Kong,6631656,12865412,3723315,1986/08/30
2495,01405654186,KGI,5181715,5440800,4964619,1995/06/06
2496,66300420692,Far Eastern,269312,226223,3951944,2011/02/27
2497,75645869334,Sunny,1446233,737579,4101290,2000/05/14
2498,21788934791,Cathay,7660604,7124362,3519082,1994/02/21
2499,00366174155,Union,7360878,6256747,3437691,1984/12/06
2500,21335142795,Cota,7474054,2316957,6148047,2005/11/27
2501,71210698638,Fubon,2367895,1965353,7130013,2012/04/09
2502,75733995774,Kings Town,2516418,6014239,2145443,2024/05/29
2503,84819773090,KGI,1095311,635281,8579711,2000/04/12
2504,49295282329,Yuanta,621999,665538,5088409,2020/11/19
2505,95623644585,Chang Hwa,422784,748327,5039324,2016/04/23
2506,37389304962,Sunny,6952770,13905540,7144082,1994/04/04
2507,43542379268,Kaohsiung,4506249,1081500,8681882,2013/02/01
2508,77453766005,Kaohsiung,2653544,4059922,927860,1991/07/15
2509,72973098308,Land,8337302,5085755,3572594,2019/06/10
2510,87344541928,First,8406310,9919445,2483510,1988/01/19
2511,61892697837,Fubon,2231969,4486257,9636223,1985/08/12
2512,01375423393,Hua Nan,5734068,11468136,4016238,2019/06/18
2513,76638623468,Taiwan,7364893,15171679,4792397,2000/06/17
2514,62505230898,Hwatai,3378426,4358169,5217741,1990/12/23
2515,04640203359,Taishin,4305882,5210117,5916869,1998/06/01
2516,03899894798,Chang Hwa,1115620,1829616,8739872,1984/03/07
2517,58270315668,Union,2755849,2397589,109872,2014/12/12
2518,46828823533,Mega,864253,1780361,38844,1984/06/13
2519,37584445075,LINE,5440772,10337466,4252665,1986/03/11
2520,71204605118,Far Eastern,9994628,2098872,3802035,1999/11/05
2521,33098480252,Chang Hwa,5730240,2865120,5158145,1985/08/21
2522,53724695490,Rakuten,23305,20043,129963,1982/11/12
2523,30235349520,Fubon,8812695,18859167,7788951,2014/12/07
2524,36857371133,Union,3097206,5110389,7174873,1994/07/04
2525,01397206244,Kaohsiung,990680,683570,9449979,2003/04/26
2526,25975371026,Taiwan,9344782,20465072,286078,1990/02/08
2527,25799420910, Cooperative,822469,1011636,1811389,1980/07/31
2528,67545667502,O,1055798,422320,4666581,1994/05/15
2529,79260109429,EnTie,8048159,7001899,7053421,2017/10/21
2530,58711319649,Land,2556700,5496905,2105129,1986/08/14
2531,81461942940,Cathay,1103064,2636322,3825459,1987/08/29
2532,01360992893,Fubon,8072822,9687386,8495331,2010/02/18
2533,74825124537,E.Sun,7543002,15236864,7717255,2012/04/24
2534,29459282224,Chang Hwa,8222491,7646917,9808819,1996/01/27
2535,19503291884,Union,7164586,2077730,6843772,2001/10/31
2536,62756164347,Fubon,5117799,11770937,3008508,2012/02/08
2537,31882272891,Hwatai,4637973,1947949,8844512,1988/05/13
2538,94871776101,SinoPac,9269085,20021223,2627307,2004/12/23
2539,47653872749, Cooperative,7408722,10964908,9589577,2020/06/25
2540,43600553665,First,4260763,3195573,4177948,1998/07/20
2541,18117827722,Kings Town,551705,204131,5975409,1984/05/12
2542,56616671154,Cota,9687760,1937552,9675732,1980/01/25
2543,40034537650,Cathay,6833848,12437603,6690258,1984/02/01
2544,13449713572,O,563521,1448248,5525288,2023/09/16
2545,76060225232,DBS,5262350,1157717,4223402,1994/04/26
2546,08698602723,E.Sun,1499144,3298116,2792917,1984/08/16
2547,94752620891,Taishin,3823751,8068114,2106709,1999/09/28
2548,03707784721,Taishin,557315,886130,6663004,2006/11/02
2549,99500007353, Cooperative,6793072,8627201,8396071,1988/12/29
2550,66602236155,E.Sun,7885573,7491295,1139741,2004/06/18
2551,67342939927,First,5895802,7369752,7221684,2012/05/21
2552,67240764524,Hua Nan,8421530,10695343,7925059,2009/03/28
2553,60111602596,NEXT,9405393,10251878,8949370,2020/12/08
2554,83018021537,Taishin,3613481,7118557,8287970,2008/02/16
2555,26656816069,Kings Town,9149560,12809384,5252419,2005/08/17
2556,15692908314,E.Sun,2177498,2787197,9153121,2017/10/30
2557,16549942403,Cathay,613215,1275487,2865154,2006/02/20
2558,70194700918,Sunny,1063146,2190080,9707233,1983/12/04
2559,24997028815,EnTie,5256512,9356591,2748167,1993/06/15
2560,68639780813,O,3139762,1350098,7068836,2000/05/12
2561,75251811491,Shin Kong,2637014,1793170,5998275,1984/06/11
2562,88618863904,Sunny,3065036,2206826,9711899,2009/10/31
2563,60510437740,Sunny,1316884,2186027,4022345,1981/09/24
2564,15624319675,SinoPac,4116078,5392062,3041216,1991/03/09
2565,76785165919,First,6598090,15967377,874938,2003/11/09
2566,62373806544,E.Sun,6418882,3466197,1988356,2000/04/11
2567,68921657660,Kaohsiung,3618353,6368301,1880837,1986/08/05
2568,13083345391,Land,4978237,8711914,7114209,1990/12/14
2569,42353314315,Taishin,8518260,1874018,4302466,1991/11/30
2570,75852498663,Far Eastern,6470124,12746144,3248748,1985/02/05
2571,22744404122,Mega,1431192,1846237,1694728,2010/01/26
2572,14889706575,DBS,3105684,7329414,4912837,1998/07/23
2573,32911216505,Chang Hwa,7589139,7589139,2224578,1984/06/13
2574,83813880330,Union,7671505,5983774,7415157,1993/04/21
2575,32822127185,Kings Town,4761357,5189879,2852469,1980/06/10
2576,82553794561,Cota,7115537,9036731,8217327,1992/03/22
2577,72082501633,Cathay,5971309,5613031,926630,1985/07/20
2578,06281968446,Taiwan,3734857,4892662,7879181,1983/03/17
2579,27358156980,Fubon,3886894,8395691,3250193,2016/03/01
2580,80576447247,Sunny,7459367,12158768,3351172,1991/11/27
2581,54620953993,Cathay,2893613,723404,5791197,1981/05/22
2582,17103887293,Rakuten,866939,892947,8350513,2015/05/04
2583,60198357403,Chang Hwa,1408923,3508218,5103316,2004/09/08
2584,52944467599,Mega,5746298,6091075,1355409,2001/07/14
2585,49095588013, Cooperative,3584956,7671805,7570570,2006/08/05
2586,20379285718,Shanghai,4341915,2040701,3122749,2020/11/05
2587,35189528465,Kaohsiung,3544368,4288685,1471506,2000/08/03
2588,64599940319,Citibank,4522924,7779429,1095633,2022/12/25
2589,86803569689,Hua Nan,1566610,1253288,8912451,1998/03/24
2590,33907751654,Shanghai,8421812,1937017,7793888,1998/08/26
2591,43152606626,Sunny,4867170,1216793,480329,1990/09/07
2592,63543601133,Taiwan,8229297,14401269,9713604,1997/11/24
2593,08230684780,SinoPac,4879483,5074662,3069368,2020/07/31
2594,72058024181,Citibank,5532467,7413505,2498196,1980/03/13
2595,14014728469,Panhsin,4116165,2428538,909503,2020/04/02
2596,84854844732, Cooperative,1285103,1940505,6567289,2005/08/24
2597,80203528457,Mega,3698541,1923242,4123749,1994/04/07
2598,14301848852,Yuanta,7524603,12566087,7354197,1990/09/07
2599,86065330926,Rakuten,4109519,10191607,5402453,2003/08/26
2600,00943957556,Chang Hwa,7494727,13790297,9813392,1994/08/02
2601,00712960762,Far Eastern,1937876,1007696,3869315,1984/06/12
2602,11152563505,Far Eastern,4717599,2122920,6374681,1987/12/23
2603,59031846745,DBS,6102695,5431399,273050,2011/04/08
2604,74125152795,EnTie,5251515,6459363,6110670,2002/10/21
2605,25329474358,Fubon,7713612,11030465,7131248,2000/06/25
2606,28280280842,First,7871934,10548391,3820800,1982/08/07
2607,64407859756,Cathay,6628897,7755809,4143173,2008/07/18
2608,34303806170,Sunny,4895730,6854022,6734681,2007/04/04
2609,68093512892,LINE,65079,99570,7424221,1989/02/18
2610,69329542464,LINE,4170560,7757241,2852689,1984/06/13
2611,21039875690,Rakuten,7566803,16722634,9142440,1995/06/30
2612,34209436043,Taiwan,3965073,10190237,6230986,1982/12/31
2613,94174685790,Cota,8548222,6325685,3197804,1985/12/18
2614,00832872890,Hua Nan,7664935,19545584,1139932,1991/11/21
2615,08895100910,Union,5276581,2374462,3210755,2022/11/18
2616,75539280144,Shanghai,8948637,17718301,5154557,2020/11/10
2617,42351697060,Sunny,3567231,8240303,1557814,2018/05/03
2618,62757466866,Fubon,1081753,2001243,3553975,1987/03/04
2619,53524702366,Shanghai,9000066,8460063,7934421,1986/04/20
2620,41036246678,Fubon,2973937,4788038,3035368,1988/08/23
2621,07189568167,Citibank,8656579,21122052,2845032,2018/05/03
2622,53986893598, Cooperative,4569438,4203883,8430737,2009/01/18
2623,94344982996,Fubon,2887557,4677842,8074409,2021/07/26
2624,74610558216,Sunny,8767071,14641008,9558533,2002/09/26
2625,24888208157,O,8748135,8573173,6893462,1992/05/18
2626,77816829792,Mega,1894319,3978069,8860303,1998/04/11
2627,11721874389,Fubon,7934913,9918641,915911,2015/03/14
2628,59268759827,Rakuten,21936,30929,1232079,2005/01/19
2629,37066296107,Sunny,8560173,16264328,6996851,1996/03/01
2630,20480344744,Shin Kong,50420,85209,3827931,1999/05/02
2631,23612302929,O,113406,184851,3737199,2006/07/23
2632,13382257994,Mega,5220166,13050415,6935365,1981/09/20
2633,97188492406,SinoPac,2748762,1594282,8655189,2010/03/02
2634,42712361729,Chang Hwa,7414775,2965910,4636216,1996/05/15
2635,84978661093,Panhsin,7393684,3548969,4733244,2020/11/25
2636,68739272324,E.Sun,3058646,7126645,9583034,1986/04/21
2637,56814230920,Union,3712514,3452639,9794204,2001/05/22
2638,81290959376,First,336849,471588,6272824,2007/01/31
2639,51198155029,Rakuten,3396848,6487979,8924613,2009/10/01
2640,26727044996,Kaohsiung,1279889,2738962,5295004,1991/06/12
2641,94122234596,Union,9024909,15252096,4455230,2022/04/02
2642,46416843393,Shanghai,7941083,19217420,3701469,1988/11/07
2643,93806747886,Land,2436784,2095635,1193164,2014/10/30
2644,87403486822,Panhsin,5407183,6704906,4398449,1997/07/13
2645,20529141071,Hua Nan,2967503,5845980,8342661,2008/07/09
2646,62986937000,Hwatai,4058594,1217579,7315627,2001/12/15
2647,76464723886,First,8816496,17456662,8240079,1983/04/25
2648,78006176784,EnTie,5958112,9115911,5091774,1986/06/16
2649,40502291920,First,2861139,1573627,8331330,2012/04/14
2650,49568684808,Land,4189419,5530033,5532463,1990/05/22
2651,55934195923,Citibank,8281625,19047737,8684500,2016/11/30
2652,37782347609,Far Eastern,65956,57382,7746165,2019/11/01
2653,72155391077,HSBC,6856904,12410996,6597314,1980/12/29
2654,25465607593,Cota,978133,1819327,7226415,2020/06/02
2655,03986577679,NEXT,9214729,9214729,7228257,2003/07/07
2656,13706267978,First,9330686,11290130,5824543,2021/12/15
2657,30826713601,KGI,707698,1019085,9058365,2022/05/16
2658,94082883471,Fubon,9039402,7050734,9643239,1984/11/23
2659,49716614042,Taishin,104670,128744,5863735,2008/05/18
2660,20945078276,Panhsin,5208417,4322987,6563992,2007/04/29
2661,16975891531,KGI,2049156,1844241,7140261,1989/09/09
2662,38784426725,Cathay,7245010,7462360,3169374,2005/08/09
2663,31129094887,NEXT,3573760,2859008,4552999,1992/01/24
2664,40213527289,SinoPac,9603431,5281888,9453999,2006/02/05
2665,42044366344,Kings Town,3848321,6888494,9845545,1992/09/23
2666,25649289160,Union,4258377,6898570,5272593,1990/12/13
2667,69703796998,Cota,6339056,2091889,7311326,2010/08/24
2668,85820057353,Kaohsiung,1175535,940428,2405690,1989/12/31
2669,10875747828,First,8294543,6303853,5499613,1991/04/07
2670,18119285324,Cota,462772,194365,7427302,1988/01/29
2671,03646716565,O,2900476,725119,6699148,1982/06/22
2672,16133040511,Citibank,188757,151006,9726688,1981/03/28
2673,68205692335, Cooperative,8008342,11451929,3278719,2014/05/13
2674,99121940335,DBS,8091258,7686696,2368350,1994/03/09
2675,51260719094,Land,4924369,8913107,9126803,2007/08/10
2676,36499436261, Cooperative,8733699,4366850,1415843,1989/07/21
2677,59857633955,E.Sun,3803154,798663,5950284,1987/12/27
2678,27012476019,HSBC,2127057,5275101,8649543,2002/06/13
2679,89114864022,Far Eastern,332056,454916,3323677,2022/03/16
2680,32262982729,Taiwan,7496552,13868621,5827116,2015/11/10
2681,29988519694,EnTie,813689,333613,7430226,1987/09/24
2682,55367176273,Taishin,4576133,3798191,2642771,2005/07/03
2683,25335085492,Sunny,3133976,2757899,6310967,1995/10/15
2684,74514116626,LINE,1124918,472466,8897351,1987/10/24
2685,41608328846,Taishin,8685457,15199549,5058591,1993/12/14
2686,49204755878,Mega,3115612,3582953,4434473,1990/07/17
2687,53645172718,EnTie,5480299,3123771,9818970,2022/11/04
2688,67377759158,Citibank,2718606,3126396,2966176,2017/07/31
